Date,OpenTV,PayTV,Radio,Print,Facebook,Google,Email,Sales
12/26/21,19159.23954,12451.42384,7021.523533,3275.084482,4305.628266,8685.538107,1304.891652,230694
12/19/21,18164.39087,12513.84607,8822.850446,3414.316127,0,8429.301658,1707.158063,181314.9
12/12/21,12035.72938,0,0,0,6519.762547,6680.478226,0,134470.4
12/05/21,0,13057.23109,7021.523533,1673.722517,0,5909.438545,2869.860962,159834
11/28/21,10870,0,8822.850446,2505.880692,0,6438.045438,5345.957802,109580.5
11/21/21,0,0,0,1669.733555,4410.60634,0,638.8793243,105742.3
11/14/21,12205,0,6950.878411,1652.984214,4305.628266,6287.798943,4383.311693,119533.9
11/07/21,0,11623.44129,0,0,0,0,1472.433004,101318.6
10/31/21,0,0,0,1088.82755,0,0,544.4166887,82502.1
10/24/21,15872.81096,0,0,0,0,0,994.9269219,90634.5
10/17/21,0,13057.23109,7878.190161,1905.701646,4053.967907,6051.443745,2622.642683,98392.9
10/10/21,15872.81096,0,7939.661289,2518.88,0,8688.287477,5195.985757,109041.1
10/03/21,0,0,0,1422.82151,0,0,850.6948294,95301.7
09/26/21,0,11623.44129,7549.779916,0,0,0,2173.509112,142372.4
09/19/21,13329.98214,0,0,2505.05568,3756.298617,7631.781447,1820.388546,133157.9
09/12/21,0,12675.05267,8795.680572,0,0,6419.741583,3482.725272,140245.3
09/05/21,15870.62214,12147.8768,0,2183.057113,4410.60634,8008.928899,1091.528556,138433.3
08/29/21,14159.23954,12451.42384,0,3275.084482,4305.628266,8685.538107,1304.891652,146694
08/22/21,18164.39087,12513.84607,0,3414.316127,0,8429.301658,1707.158063,131314.9
08/15/21,12035.72938,0,0,0,3519.762547,6680.478226,0,89447.4
08/08/21,0,0,7021.523533,1673.722517,0,5909.438545,2869.860962,109834
08/01/21,0,0,7698.337301,2366.34938,0,0,4718.478772,119184.1
07/25/21,0,13014.14243,0,1162.016005,0,0,1145.281694,97459
07/18/21,13803.53923,0,0,0,0,7551.310281,1372.44336,112945.4
07/11/21,12197.05028,0,0,0,0,7075.124136,914.0073081,115706.2
07/04/21,0,0,8016.903347,0,3409.399095,0,2427.395245,97818.3
06/27/21,0,11158.63018,0,1326.37852,3409.399095,0,704.2579913,99232.3
06/20/21,14544.23175,0,0,2621.487855,3853.011002,8223.83163,1396.107744,127897
06/13/21,0,0,8016.903347,1772.386963,3392.961893,6222.548234,4122.308856,112185.8
06/06/21,0,0,7576.636484,1832.587119,0,6164.125202,3888.607246,105817.2
